"ID";"Sectoren";"Perioden";"TotaalInkomsten_1";"TotaalBelastingen_2";"TotaalBelastingenOpProdEnInvoer_3";"ProductgebondenBelastingen_4";"NietProductgebondenBelastingen_5";"TotaalBelastOpInkomenEnVermogen_6";"BelastingenOpInkomen_7";"BelastingenOpVermogen_8";"Vermogensheffingen_9";"WettelijkeSocialeVerzekeringspremies_10";"VerkopenVanGoederenEnDiensten_11";"TotaalInkomenUitVermogen_12";"Rente_13";"Winstuitkeringen_14";"OverigInkomenUitInvesteringen_15";"InkomenUitGrondEnMineraleReserves_16";"TotaalInkomensoverdrachten_17";"InkomensoverdrachtenBinnenDeOverheid_18";"InkomensoverdrIvmInternationSamenw_19";"OverigeInkomensoverdrachten_20";"TotaalKapitaaloverdrExclVermogen_21";"Investeringsbijdragen_22";"OverigeKapitaaloverdrachten_23";"TotaalOverigeInkomsten_24";"InvesteringenInEigenBeheer_25";"Subsidies_26";"ToegerekendeSocialePremies_27";"TotaalUitgaven_28";"TotaalBeloningVanWerknemers_29";"Lonen_30";"SocialePremiesTLVWerkgevers_31";"AankopenGoederenEnDiensten_32";"TotaalNettoInvesteringen_33";"TotaalNettoInvestInVasteActiva_34";"BrutoInvesteringenInVasteActiva_35";"Afschrijvingen_36";"VeranderingenInVoorradenInclKos_37";"Afschrijvingen_38";"SaldoAanEnVerkopenVanNietGepro_39";"TotaalInkomenUitVermogen_40";"Rente_41";"InkomenUitGrondEnMineraleReserves_42";"TotaalUitkeringen_43";"TotaalSocialeUitkeringenInGeld_44";"UitkeringenWettSocVerzInGeld_45";"UitkeringenSocialeVoorzieningInGeld_46";"TotaalSocialeUitkeringenInNatura_47";"UitkeringenWettSocVerzInNatura_48";"UitkeringenSocVoorzieningInNatura_49";"TotaalSubsidies_50";"ProductgebondenSubsidies_51";"NietProductgebondenSubsidies_52";"TotaalInkomensoverdrachten_53";"InkomensoverdrachtenBinnenDeOverheid_54";"InkomensoverdrIvmInternationSamenw_55";"TotaalEigenMiddelenVanDeEU_56";"BTWAfdrachten_57";"BNIAfdrachten_58";"OverigeInkomensoverdrachten_59";"TotaalKapitaaloverdrachten_60";"Investeringsbijdragen_61";"OverigeKapitaaloverdrachten_62";"TotaalOverigeUitgaven_63";"BelastingenOpProductieEnInvoer_64";"BelastingenOpInkomenEnVermogen_65";"UitkSocVerzRechtstrDoorWerkgevers_66";"TotaalOverheidssaldo_67";"OverheidssaldoInkomsten_68";"OverheidssaldoUitgaven_69";"TotaalExploitatiesaldo_70";"ExploitatiesaldoOverheidssaldo_71";"NettoInvesteringen_72";"SaldoAanEnVerkopenVanNiet_73";"TotaalAardgasbaten_74";"Dividenden_75";"InkomenUitGrondEnMineraleReserves_76";"Vennootschapsbelasting_77";"WerkelijkeRenteInkomsten_78";"WerkelijkeRenteUitgaven_79"
"569";"31";"2013KW01";"11579";"1305";"947";"0";"947";"358";"0";"358";"0";"0";"1482";"339";"166";"31";"3";"139";"7479";"7430";"9";"40";"662";"662";"0";"312";"182";"5";"125";"11901";"2213";"1562";"651";"3074";"225";"225";"1977";"-1752";"0";"1752";"-284";"153";"146";"7";"1869";"1221";"0";"1221";"648";"0";"648";"275";"200";"75";"2279";"1879";"0";"0";"0";"0";"400";"177";"177";"0";"168";"43";"0";"125";"-322";"11579";"-11901";"-381";"-322";"225";"-284";;;;;"166";"389"
"570";"31";"2013KW02";"11566";"1310";"983";"0";"983";"326";"0";"326";"1";"0";"1516";"602";"162";"358";"7";"75";"7285";"7238";"9";"38";"548";"548";"0";"305";"176";"3";"126";"12916";"2721";"2051";"670";"3109";"451";"451";"2193";"-1742";"0";"1742";"-218";"154";"146";"8";"2049";"1458";"0";"1458";"591";"0";"591";"270";"202";"68";"2283";"1880";"0";"0";"0";"0";"403";"173";"173";"0";"182";"56";"0";"126";"-1350";"11566";"-12916";"-1117";"-1350";"451";"-218";;;;;"161";"388"
"571";"31";"2013KW03";"11479";"1295";"964";"0";"964";"331";"0";"331";"0";"0";"1658";"381";"163";"100";"-2";"120";"7254";"7210";"10";"34";"573";"573";"0";"318";"188";"4";"126";"12246";"2216";"1590";"626";"3173";"486";"486";"2223";"-1737";"0";"1737";"-110";"165";"159";"6";"1710";"1143";"0";"1143";"567";"0";"567";"258";"196";"62";"2275";"1873";"0";"0";"0";"0";"402";"138";"138";"0";"198";"72";"0";"126";"-767";"11479";"-12246";"-391";"-767";"486";"-110";;;;;"161";"389"
"572";"31";"2013KW04";"12877";"1288";"978";"0";"978";"310";"0";"310";"0";"0";"2038";"350";"154";"82";"2";"112";"8021";"7975";"9";"37";"857";"857";"0";"323";"192";"5";"126";"12765";"2787";"2145";"642";"3679";"74";"74";"1800";"-1726";"0";"1726";"-474";"162";"156";"6";"1789";"1225";"0";"1225";"564";"0";"564";"268";"203";"65";"2419";"2016";"0";"0";"0";"0";"403";"140";"140";"0";"195";"69";"0";"126";"112";"12877";"-12765";"-288";"112";"74";"-474";;;;;"153";"386"
"573";"31";"2013JJ00";"47501";"5198";"3872";"0";"3872";"1325";"0";"1325";"1";"0";"6694";"1672";"645";"571";"10";"446";"30039";"29853";"37";"149";"2640";"2640";"0";"1258";"738";"17";"503";"49828";"9937";"7348";"2589";"13035";"1236";"1236";"8193";"-6957";"0";"6957";"-1086";"634";"607";"27";"7417";"5047";"0";"5047";"2370";"0";"2370";"1071";"801";"270";"9256";"7648";"0";"0";"0";"0";"1608";"628";"628";"0";"743";"240";"0";"503";"-2327";"47501";"-49828";"-2177";"-2327";"1236";"-1086";;;;;"641";"1552"
"574";"31";"2014KW01";"11550";"1310";"965";"0";"965";"345";"0";"345";"0";"0";"1486";"317";"148";"14";"2";"153";"7748";"7703";"5";"40";"431";"431";"0";"258";"152";"3";"103";"11488";"2156";"1527";"629";"3012";"62";"62";"1805";"-1743";"0";"1743";"-244";"146";"139";"7";"1943";"1313";"0";"1313";"630";"0";"630";"226";"195";"31";"2153";"2047";"0";"0";"0";"0";"106";"136";"136";"0";"155";"52";"0";"103";"62";"11550";"-11488";"-120";"62";"62";"-244";;;;;"147";"373"
"575";"31";"2014KW02";"12200";"1353";"1002";"0";"1002";"351";"0";"351";"0";"0";"1535";"537";"132";"321";"2";"82";"8082";"8043";"10";"29";"413";"413";"0";"280";"153";"3";"124";"12841";"2778";"2142";"636";"3219";"230";"230";"1994";"-1764";"0";"1764";"-303";"119";"113";"6";"2140";"1591";"0";"1591";"549";"0";"549";"220";"202";"18";"2351";"1929";"0";"0";"0";"0";"422";"139";"139";"0";"184";"60";"0";"124";"-641";"12200";"-12841";"-714";"-641";"230";"-303";;;;;"131";"358"
"576";"31";"2014KW03";"12225";"1372";"1024";"0";"1024";"348";"0";"348";"0";"0";"1667";"356";"121";"102";"-1";"134";"8151";"8110";"11";"30";"406";"406";"0";"273";"161";"3";"109";"11836";"2125";"1542";"583";"3406";"208";"208";"1948";"-1740";"0";"1740";"-343";"79";"73";"6";"1762";"1244";"0";"1244";"518";"0";"518";"200";"188";"12";"2336";"1881";"0";"0";"0";"0";"455";"140";"140";"0";"183";"74";"0";"109";"389";"12225";"-11836";"254";"389";"208";"-343";;;;;"121";"337"
"577";"31";"2014KW04";"11532";"1312";"999";"0";"999";"313";"0";"313";"0";"0";"2071";"325";"110";"93";"2";"120";"6639";"6587";"10";"42";"896";"895";"1";"289";"166";"2";"121";"12272";"2385";"1841";"544";"3766";"-76";"-76";"1703";"-1779";"0";"1779";"-592";"77";"72";"5";"1841";"1299";"0";"1299";"542";"0";"542";"306";"201";"105";"2450";"2303";"0";"0";"0";"0";"147";"145";"145";"0";"191";"70";"0";"121";"-740";"11532";"-12272";"-1408";"-740";"-76";"-592";;;;;"110";"340"
"578";"31";"2014JJ00";"47507";"5347";"3990";"0";"3990";"1357";"0";"1357";"0";"0";"6759";"1535";"511";"530";"5";"489";"30620";"30443";"36";"141";"2146";"2145";"1";"1100";"632";"11";"457";"48437";"9444";"7052";"2392";"13403";"424";"424";"7450";"-7026";"0";"7026";"-1482";"421";"397";"24";"7686";"5447";"0";"5447";"2239";"0";"2239";"952";"786";"166";"9290";"8160";"0";"0";"0";"0";"1130";"560";"560";"0";"713";"256";"0";"457";"-930";"47507";"-48437";"-1988";"-930";"424";"-1482";;;;;"509";"1408"
"579";"31";"2015KW01";"12898";"1358";"1008";"0";"1008";"350";"0";"350";"0";"0";"1475";"288";"124";"5";"2";"157";"9001";"8956";"0";"45";"530";"530";"0";"246";"142";"2";"102";"13298";"2115";"1498";"617";"3086";"110";"110";"1863";"-1753";"0";"1753";"-269";"61";"57";"4";"3440";"1293";"0";"1293";"2147";"0";"2147";"249";"206";"43";"2479";"2084";"0";"0";"0";"0";"395";"131";"131";"0";"143";"41";"0";"102";"-400";"12898";"-13298";"-559";"-400";"110";"-269";;;;;"124";"345"
"580";"31";"2015KW02";"13857";"1403";"1056";"0";"1056";"347";"0";"347";"0";"0";"1623";"445";"122";"239";"2";"82";"9589";"9545";"7";"37";"525";"525";"0";"272";"146";"4";"122";"14006";"2652";"2028";"624";"3348";"198";"198";"1964";"-1766";"0";"1766";"-539";"63";"60";"3";"3561";"1564";"0";"1564";"1997";"0";"1997";"244";"208";"36";"2412";"1941";"0";"0";"0";"0";"471";"133";"133";"0";"168";"46";"0";"122";"-149";"13857";"-14006";"-490";"-149";"198";"-539";;;;;"123";"337"
"581";"31";"2015KW03";"13844";"1382";"1056";"0";"1056";"326";"0";"326";"0";"0";"1639";"483";"124";"222";"-1";"138";"9558";"9512";"8";"38";"526";"526";"0";"256";"151";"4";"101";"13176";"2107";"1527";"580";"3229";"158";"158";"1891";"-1733";"0";"1733";"-296";"67";"64";"3";"3154";"1152";"0";"1152";"2002";"0";"2002";"212";"179";"33";"2528";"2076";"0";"0";"0";"0";"452";"126";"126";"0";"158";"57";"0";"101";"668";"13844";"-13176";"530";"668";"158";"-296";;;;;"124";"325"
"582";"31";"2015KW04";"12608";"1412";"1055";"0";"1055";"357";"0";"357";"0";"0";"1965";"312";"115";"46";"2";"149";"7933";"7834";"19";"80";"687";"687";"0";"299";"172";"3";"124";"13230";"2462";"1804";"658";"3843";"-247";"-247";"1501";"-1748";"0";"1748";"-815";"68";"60";"8";"3210";"1231";"0";"1231";"1979";"0";"1979";"225";"194";"31";"2400";"2326";"0";"0";"0";"0";"74";"152";"152";"0";"184";"60";"0";"124";"-622";"12608";"-13230";"-1684";"-622";"-247";"-815";;;;;"117";"325"
"583";"31";"2015JJ00";"53207";"5555";"4175";"0";"4175";"1380";"0";"1380";"0";"0";"6702";"1528";"485";"512";"5";"526";"36081";"35847";"34";"200";"2268";"2268";"0";"1073";"611";"13";"449";"53710";"9336";"6857";"2479";"13506";"219";"219";"7219";"-7000";"0";"7000";"-1919";"259";"241";"18";"13365";"5240";"0";"5240";"8125";"0";"8125";"930";"787";"143";"9819";"8427";"0";"0";"0";"0";"1392";"542";"542";"0";"653";"204";"0";"449";"-503";"53207";"-53710";"-2203";"-503";"219";"-1919";;;;;"488";"1332"
"584";"31";"2016KW01";"13022";"1404";"1051";"0";"1051";"353";"0";"353";"0";"0";"1508";"264";"113";"0";"2";"149";"9135";"9094";"0";"41";"470";"470";"0";"241";"145";"4";"92";"13108";"2144";"1543";"601";"3091";"-68";"-68";"1661";"-1729";"0";"1729";"-326";"32";"26";"6";"3417";"1297";"0";"1297";"2120";"0";"2120";"283";"211";"72";"2613";"2284";"0";"0";"0";"0";"329";"58";"58";"0";"135";"43";"0";"92";"-86";"13022";"-13108";"-480";"-86";"-68";"-326";;;;;"113";"307"
"585";"31";"2016KW02";"13546";"1436";"1080";"0";"1080";"356";"0";"356";"0";"0";"1622";"483";"101";"297";"2";"83";"9294";"9243";"6";"45";"446";"446";"0";"265";"150";"4";"111";"13903";"2649";"2047";"602";"3319";"411";"411";"2161";"-1750";"0";"1750";"-590";"27";"25";"2";"3582";"1604";"0";"1604";"1978";"0";"1978";"259";"213";"46";"2282";"2061";"0";"0";"0";"0";"221";"53";"53";"0";"161";"50";"0";"111";"-357";"13546";"-13903";"-536";"-357";"411";"-590";;;;;"101";"303"
"586";"31";"2016KW03";"13612";"1415";"1079";"0";"1079";"336";"0";"336";"0";"0";"1630";"383";"100";"143";"-1";"141";"9488";"9434";"8";"46";"439";"439";"0";"257";"155";"4";"98";"13029";"2097";"1534";"563";"3261";"152";"152";"1906";"-1754";"0";"1754";"-455";"19";"16";"3";"3152";"1162";"0";"1162";"1990";"0";"1990";"228";"187";"41";"2600";"2036";"0";"0";"0";"0";"564";"59";"59";"0";"162";"64";"0";"98";"583";"13612";"-13029";"280";"583";"152";"-455";;;;;"101";"299"
"587";"31";"2016KW04";"13666";"1423";"1053";"0";"1053";"370";"0";"370";"0";"0";"2056";"299";"93";"0";"2";"204";"9011";"8946";"20";"45";"592";"592";"0";"285";"175";"2";"108";"13574";"2436";"1807";"629";"3976";"-165";"-165";"1643";"-1808";"0";"1808";"-809";"37";"32";"5";"3248";"1224";"0";"1224";"2024";"0";"2024";"167";"145";"22";"2591";"2471";"0";"0";"0";"0";"120";"115";"115";"0";"170";"60";"2";"108";"92";"13666";"-13574";"-882";"92";"-165";"-809";;;;;"96";"303"
"588";"31";"2016JJ00";"53846";"5678";"4263";"0";"4263";"1415";"0";"1415";"0";"0";"6816";"1429";"407";"440";"5";"577";"36928";"36717";"34";"177";"1947";"1947";"0";"1048";"625";"14";"409";"53614";"9326";"6931";"2395";"13647";"330";"330";"7371";"-7041";"0";"7041";"-2180";"115";"99";"16";"13399";"5287";"0";"5287";"8112";"0";"8112";"937";"756";"181";"10086";"8852";"0";"0";"0";"0";"1234";"285";"285";"0";"628";"217";"2";"409";"232";"53846";"-53614";"-1618";"232";"330";"-2180";;;;;"411";"1212"
"589";"31";"2017KW01";"13207";"1428";"1072";"0";"1072";"356";"0";"356";"0";"0";"1526";"304";"96";"12";"2";"194";"9296";"9250";"8";"38";"408";"408";"0";"245";"148";"4";"93";"13171";"2203";"1580";"623";"3067";"-169";"-169";"1584";"-1753";"0";"1753";"-376";"33";"27";"6";"3509";"1347";"0";"1347";"2162";"0";"2162";"285";"208";"77";"2665";"2339";"0";"0";"0";"0";"326";"65";"65";"0";"136";"43";"0";"93";"36";"13207";"-13171";"-509";"36";"-169";"-376";;;;;"97";"281"
"590";"31";"2017KW02";"13682";"1463";"1104";"0";"1104";"359";"0";"359";"0";"0";"1641";"481";"86";"285";"2";"108";"9435";"9418";"0";"17";"412";"412";"0";"250";"153";"4";"93";"13826";"2720";"2100";"620";"3291";"170";"170";"1943";"-1773";"0";"1773";"-623";"36";"34";"2";"3673";"1655";"0";"1655";"2018";"0";"2018";"259";"210";"49";"2325";"2125";"0";"0";"0";"0";"200";"59";"59";"0";"143";"50";"0";"93";"-144";"13682";"-13826";"-597";"-144";"170";"-623";;;;;"87";"279"
"591";"31";"2017KW03";"13794";"1442";"1103";"0";"1103";"339";"0";"339";"0";"0";"1649";"390";"81";"124";"2";"183";"9655";"9600";"6";"49";"421";"421";"0";"237";"158";"4";"75";"13083";"2169";"1586";"583";"3212";"65";"65";"1830";"-1765";"0";"1765";"-372";"24";"21";"3";"3229";"1199";"0";"1199";"2030";"0";"2030";"233";"186";"47";"2555";"1997";"0";"0";"0";"0";"558";"64";"64";"0";"139";"64";"0";"75";"711";"13794";"-13083";"404";"711";"65";"-372";;;;;"82";"265"
"592";"31";"2017KW04";"13240";"1447";"1075";"0";"1075";"372";"0";"372";"0";"0";"2080";"345";"44";"34";"2";"265";"8501";"8423";"20";"58";"529";"529";"0";"338";"179";"2";"157";"14399";"2594";"1911";"683";"3862";"86";"86";"1894";"-1808";"0";"1808";"-794";"28";"17";"11";"3342";"1278";"0";"1278";"2064";"0";"2064";"178";"160";"18";"2879";"2547";"14";"0";"0";"0";"318";"187";"187";"0";"229";"60";"12";"157";"-1159";"13240";"-14399";"-1867";"-1159";"86";"-794";;;;;"45";"252"
"593";"31";"2017JJ00";"53923";"5780";"4354";"0";"4354";"1426";"0";"1426";"0";"0";"6896";"1520";"307";"455";"8";"750";"36887";"36691";"34";"162";"1770";"1770";"0";"1070";"638";"14";"418";"54479";"9686";"7177";"2509";"13432";"152";"152";"7251";"-7099";"0";"7099";"-2165";"121";"99";"22";"13753";"5479";"0";"5479";"8274";"0";"8274";"955";"764";"191";"10424";"9008";"14";"0";"0";"0";"1402";"375";"375";"0";"647";"217";"12";"418";"-556";"53923";"-54479";"-2569";"-556";"152";"-2165";;;;;"311";"1077"
"594";"32";"1995JJ00";"25236";"1491";"739";"0";"739";"752";"0";"752";"0";"0";"2549";"535";"486";"33";"0";"16";"18730";"18383";"147";"200";"706";"604";"102";"1225";"58";"17";"1150";"25645";"13594";"11025";"2569";"5713";"526";"524";"2453";"-1929";"2";"1929";"21";"296";"295";"1";"1393";"60";"0";"60";"1333";"0";"1333";"15";"10";"5";"420";"349";"0";"0";"0";"0";"71";"417";"352";"65";"1321";"171";"0";"1150";"-409";"25236";"-25645";"138";"-409";"526";"21";;;;;"277";"483"
"595";"32";"1996JJ00";"26460";"1865";"814";"0";"814";"1051";"0";"1051";"0";"0";"2864";"452";"396";"34";"0";"22";"18851";"18464";"184";"203";"1014";"982";"32";"1414";"64";"68";"1282";"26316";"13959";"11195";"2764";"5788";"322";"319";"2357";"-2038";"3";"2038";"5";"255";"254";"1";"1392";"52";"0";"52";"1340";"0";"1340";"283";"277";"6";"419";"345";"0";"0";"0";"0";"74";"409";"409";"0";"1446";"164";"0";"1282";"144";"26460";"-26316";"471";"144";"322";"5";;;;;"237";"451"
"596";"32";"1997JJ00";"26252";"2005";"897";"0";"897";"1108";"0";"1108";"0";"0";"3003";"475";"407";"50";"0";"18";"18694";"18305";"174";"215";"682";"597";"85";"1393";"74";"109";"1210";"26365";"14570";"11978";"2592";"5982";"355";"352";"2502";"-2150";"3";"2150";"70";"290";"287";"3";"237";"60";"0";"60";"177";"0";"177";"339";"330";"9";"402";"317";"0";"0";"0";"0";"85";"586";"574";"12";"1384";"174";"0";"1210";"-113";"26252";"-26365";"312";"-113";"355";"70";;;;;"248";"449"
"597";"32";"1998JJ00";"28083";"2148";"900";"0";"900";"1248";"0";"1248";"0";"0";"3369";"489";"415";"55";"0";"19";"19782";"19498";"60";"224";"726";"363";"363";"1569";"84";"150";"1335";"28492";"15622";"12176";"3446";"6470";"399";"394";"2696";"-2302";"5";"2302";"39";"297";"294";"3";"271";"84";"0";"84";"187";"0";"187";"401";"392";"9";"404";"306";"0";"0";"0";"0";"98";"765";"753";"12";"1522";"187";"0";"1335";"-409";"28083";"-28492";"29";"-409";"399";"39";;;;;"270";"430"
"598";"32";"1999KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"599";"32";"1999KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"600";"32";"1999KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"601";"32";"1999KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"602";"32";"1999JJ00";"30259";"2214";"933";"0";"933";"1281";"0";"1281";"0";"0";"3604";"636";"545";"69";"0";"22";"21301";"21004";"60";"237";"834";"495";"339";"1670";"96";"197";"1377";"30429";"16551";"12968";"3583";"6861";"514";"497";"2957";"-2460";"17";"2460";"56";"468";"466";"2";"309";"111";"0";"111";"198";"0";"198";"685";"679";"6";"402";"296";"0";"0";"0";"0";"106";"562";"521";"41";"1561";"184";"0";"1377";"-170";"30259";"-30429";"400";"-170";"514";"56";;;;;"399";"621"
"603";"32";"2000KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"604";"32";"2000KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"605";"32";"2000KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"606";"32";"2000KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"607";"32";"2000JJ00";"32500";"2385";"989";"0";"989";"1396";"0";"1396";"0";"0";"3591";"823";"683";"120";"0";"20";"22797";"22536";"13";"248";"1173";"824";"349";"1731";"95";"220";"1416";"32600";"17640";"13848";"3792";"7494";"704";"690";"3390";"-2700";"14";"2700";"65";"478";"475";"3";"386";"150";"0";"150";"236";"0";"236";"652";"633";"19";"307";"188";"0";"0";"0";"0";"119";"560";"498";"62";"1614";"198";"0";"1416";"-100";"32500";"-32600";"669";"-100";"704";"65";;;;;"473";"604"
"608";"32";"2001KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"609";"32";"2001KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"610";"32";"2001KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"611";"32";"2001KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"612";"32";"2001JJ00";"34991";"2533";"1057";"0";"1057";"1476";"0";"1476";"0";"0";"3631";"769";"544";"205";"0";"20";"24837";"24570";"6";"261";"1333";"802";"531";"1888";"157";"276";"1455";"34920";"18905";"14909";"3996";"7805";"663";"650";"3579";"-2929";"13";"2929";"52";"482";"479";"3";"477";"173";"0";"173";"304";"0";"304";"674";"658";"16";"436";"317";"1";"0";"0";"0";"118";"850";"695";"155";"1647";"192";"0";"1455";"71";"34991";"-34920";"786";"71";"663";"52";;;;;"518";"623"
"613";"32";"2002KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"614";"32";"2002KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"615";"32";"2002KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"616";"32";"2002KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"617";"32";"2002JJ00";"36585";"2687";"1129";"0";"1129";"1558";"0";"1558";"0";"0";"3702";"745";"464";"264";"0";"17";"26388";"26086";"20";"282";"1175";"800";"375";"1888";"157";"298";"1433";"36743";"20132";"15782";"4350";"8235";"456";"437";"3563";"-3126";"19";"3126";"37";"384";"381";"3";"520";"179";"0";"179";"341";"0";"341";"738";"713";"25";"683";"452";"3";"0";"0";"0";"228";"779";"652";"127";"1653";"220";"0";"1433";"-158";"36585";"-36743";"335";"-158";"456";"37";;;;;"446";"577"
"618";"32";"2003KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"619";"32";"2003KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"620";"32";"2003KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"621";"32";"2003KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"622";"32";"2003JJ00";"39055";"2836";"1163";"0";"1163";"1673";"0";"1673";"0";"0";"3942";"753";"459";"280";"0";"14";"28411";"28067";"42";"302";"1147";"866";"281";"1966";"188";"283";"1495";"39175";"21570";"16808";"4762";"8910";"387";"362";"3652";"-3290";"25";"3290";"19";"332";"329";"3";"495";"126";"0";"126";"369";"0";"369";"807";"766";"41";"833";"603";"5";"0";"0";"0";"225";"808";"710";"98";"1724";"229";"0";"1495";"-120";"39055";"-39175";"286";"-120";"387";"19";;;;;"424";"547"
"623";"32";"2004KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"624";"32";"2004KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"625";"32";"2004KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"626";"32";"2004KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"627";"32";"2004JJ00";"40762";"3017";"1205";"0";"1205";"1812";"0";"1812";"0";"0";"4019";"803";"514";"275";"0";"14";"29459";"29060";"61";"338";"1303";"871";"432";"2161";"247";"346";"1568";"40353";"22441";"17119";"5322";"9098";"248";"232";"3675";"-3443";"16";"3443";"-43";"361";"358";"3";"511";"123";"0";"123";"388";"0";"388";"838";"792";"46";"937";"640";"7";"0";"0";"0";"290";"711";"590";"121";"1808";"240";"0";"1568";"409";"40762";"-40353";"614";"409";"248";"-43";;;;;"453";"540"
"628";"32";"2005KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"629";"32";"2005KW02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"630";"32";"2005KW03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"631";"32";"2005KW04";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"632";"32";"2005JJ00";"41949";"3141";"1219";"0";"1219";"1922";"0";"1922";"0";"0";"4053";"843";"550";"280";"0";"13";"30653";"30212";"64";"377";"1303";"854";"449";"1956";"243";"236";"1477";"42195";"23085";"17504";"5581";"9656";"257";"225";"3814";"-3589";"32";"3589";"24";"395";"391";"4";"621";"213";"0";"213";"408";"0";"408";"909";"856";"53";"1053";"740";"9";"0";"0";"0";"304";"875";"778";"97";"1731";"254";"0";"1477";"-246";"41949";"-42195";"35";"-246";"257";"24";;;;;"496";"562"
"633";"32";"2006KW01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
