"Perioden";"Leeftijd";"Totaal mannen en vrouwen";"Mannen";"Vrouwen"
"2023";"6 jaar";"179388";"91995";"87393"
"2023";"7 jaar";"178897";"91800";"87097"
"2023";"8 jaar";"183844";"93932";"89912"
"2023";"9 jaar";"180544";"92806";"87738"
"2023";"10 jaar";"185662";"95200";"90462"
"2023";"11 jaar";"189302";"97144";"92158"
"2023";"12 jaar";"194363";"99290";"95073"
"2023";"13 jaar";"195420";"100249";"95171"
"2023";"14 jaar";"195824";"100570";"95254"
"2023";"15 jaar";"192092";"98165";"93927"
"2023";"16 jaar";"195515";"100493";"95022"
"2023";"17 jaar";"198118";"101733";"96385"
"2023";"18 jaar";"210913";"107638";"103275"
"2023";"19 jaar";"226443";"114731";"111712"
"2023";"20 jaar";"230693";"116446";"114247"
"2023";"21 jaar";"232405";"117457";"114948"
"2023";"22 jaar";"237418";"120172";"117246"
"2023";"23 jaar";"233818";"118800";"115018"
"2023";"24 jaar";"232929";"118269";"114660"
"2023";"25 jaar";"227429";"115090";"112339"
"2023";"26 jaar";"227241";"115759";"111482"
"2023";"27 jaar";"228636";"115901";"112735"
"2023";"28 jaar";"235632";"119925";"115707"
"2023";"29 jaar";"236061";"119892";"116169"
"2023";"30 jaar";"238136";"121068";"117068"
"2023";"31 jaar";"240472";"122037";"118435"
"2023";"32 jaar";"240847";"122593";"118254"
"2023";"33 jaar";"232932";"117931";"115001"
"2023";"34 jaar";"229986";"116366";"113620"
"2023";"35 jaar";"228622";"115907";"112715"
"2023";"36 jaar";"227431";"114375";"113056"
"2023";"37 jaar";"221810";"111688";"110122"
"2023";"38 jaar";"217774";"109803";"107971"
"2023";"39 jaar";"211752";"106062";"105690"
"2023";"40 jaar";"211806";"106255";"105551"
"2023";"41 jaar";"214938";"107155";"107783"
"2023";"42 jaar";"217309";"108627";"108682"
"2023";"43 jaar";"209574";"104437";"105137"
"2023";"44 jaar";"209258";"104054";"105204"
"2023";"45 jaar";"205929";"102201";"103728"
"2023";"46 jaar";"207288";"103310";"103978"
"2023";"47 jaar";"207998";"103096";"104902"
"2023";"48 jaar";"216840";"107363";"109477"
"2023";"49 jaar";"223602";"110753";"112849"
"2023";"50 jaar";"240810";"119135";"121675"
"2023";"51 jaar";"251584";"125392";"126192"
"2023";"52 jaar";"261502";"130348";"131154"
"2023";"53 jaar";"266250";"133156";"133094"
"2023";"54 jaar";"254507";"127120";"127387"
"2023";"55 jaar";"251120";"125955";"125165"
"2023";"56 jaar";"251522";"126039";"125483"
"2023";"57 jaar";"254172";"127764";"126408"
"2023";"58 jaar";"257755";"129307";"128448"
"2023";"59 jaar";"252457";"126485";"125972"
"2023";"60 jaar";"246891";"123105";"123786"
"2023";"61 jaar";"243125";"121120";"122005"
"2023";"62 jaar";"235492";"117246";"118246"
"2023";"63 jaar";"231731";"115173";"116558"
"2023";"64 jaar";"224182";"111328";"112854"
"2023";"65 jaar";"217945";"107786";"110159"
"2023";"66 jaar";"212222";"105102";"107120"
"2023";"67 jaar";"205091";"100778";"104313"
"2023";"68 jaar";"200221";"98693";"101528"
"2023";"69 jaar";"195142";"95881";"99261"
"2023";"70 jaar";"193337";"94772";"98565"
"2023";"71 jaar";"184337";"90432";"93905"
"2023";"72 jaar";"182912";"89097";"93815"
"2023";"73 jaar";"182216";"88585";"93631"
"2023";"74 jaar";"184417";"89464";"94953"
"2023";"75 jaar";"189898";"91254";"98644"
"2023";"76 jaar";"191452";"91799";"99653"
"2023";"77 jaar";"132338";"62444";"69894"
"2023";"78 jaar";"134024";"62768";"71256"
"2023";"79 jaar";"122998";"57230";"65768"
"2023";"80 jaar";"109062";"49955";"59107"
"2023";"81 jaar";"99205";"44857";"54348"
"2023";"82 jaar";"96045";"42598";"53447"
"2023";"83 jaar";"87043";"37531";"49512"
"2023";"84 jaar";"79459";"33735";"45724"
"2023";"85 jaar";"68184";"28100";"40084"
"2023";"86 jaar";"60952";"24363";"36589"
"2023";"87 jaar";"53242";"20608";"32634"
"2023";"88 jaar";"45934";"17116";"28818"
"2023";"89 jaar";"38273";"13447";"24826"
"2023";"90 jaar";"32966";"11189";"21777"
"2023";"91 jaar";"26462";"8527";"17935"
"2023";"92 jaar";"21495";"6541";"14954"
"2023";"93 jaar";"15816";"4532";"11284"
"2023";"94 jaar";"12162";"3286";"8876"
"2023";"95 jaar of ouder";"26317";"6053";"20264"
"2023";"95 jaar";"8584";"2210";"6374"
"2023";"96 jaar";"6288";"1531";"4757"
"2023";"97 jaar";"4203";"972";"3231"
"2023";"98 jaar";"2885";"588";"2297"
"2023";"99 jaar";"1785";"352";"1433"
"2023";"100 jaar";"1161";"196";"965"
"2023";"101 jaar";"633";"99";"534"
"2023";"102 jaar";"412";"61";"351"
"2023";"103 jaar";"178";"32";"146"
"2023";"104 jaar";"102";"6";"96"
"2023";"105 jaar of ouder";"86";"6";"80"
